state,year,minwage,minwageimplementation,paidleave,paidleaveimplementation,ridesharing,ridesharingimplementation,projectlaboragreement,projectlaboragreementimplementation,fairscheduling,fairschedulingimplementation,prevailingwage,prevailingwageimplementation,broadband,broadbandimplementation
Texas,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas,2015,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Texas,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Texas,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Texas,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Utah,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah,2015,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Utah,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Utah,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Utah,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Vermont,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vermont,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vermont,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vermont,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vermont,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vermont,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vermont,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vermont,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vermont,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virginia,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virginia,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virginia,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virginia,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virginia,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virginia,2015,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Virginia,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Virginia,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Virginia,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Washington,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Virginia,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Virginia,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Virginia,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Virginia,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Virginia,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Virginia,2015,0,0,0,0,0,0,1,1,0,0,0,0,0,0
West Virginia,2016,0,0,0,0,1,1,1,0,0,0,0,0,0,0
West Virginia,2017,0,0,0,0,1,0,1,0,0,0,0,0,0,0
West Virginia,2018,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Wicsonsin,2018,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Wisconsin,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wisconsin,2011,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Wisconsin,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wisconsin,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wisconsin,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wisconsin,2015,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Wisconsin,2016,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Wisconsin,2017,0,0,1,0,1,0,1,1,0,0,0,0,0,0
Wyoming,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyoming,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyoming,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyoming,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyoming,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyoming,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyoming,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wyoming,2017,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Wyoming,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
